cuces,total_adjudicado,total_recepcionado,total_referencial
21-0513-00-1157999-1-1,34148.7,34148.7,51666.2
21-0513-00-1160767-1-1,54296.2,54296.2,59722
21-0513-00-1161214-1-1,120080,120080,158000
21-0513-00-1161230-1-1,55800,55800,110000
21-0513-00-1161996-1-1,74025,74025,91650
21-0513-00-1165553-1-1,76275,76275,96750
21-0513-00-1165724-1-1,,21240,24480
21-0513-00-1167404-1-1,595265.07,595265.07,599281.07
21-0513-00-1168782-1-1,,30140,32890
21-0513-00-1170069-1-1,,37852.6,39860
21-0513-00-1171906-1-1,,21210,21210
21-0517-00-1140336-1-1,,38554.41,49790
21-0517-00-1166202-1-1,35994,35994,89985
21-0517-00-1166278-1-1,69991.25,69991.25,77000
21-0517-00-1166323-1-1,68800,68800,96400
21-0520-00-1140919-2-1,1000000,1000000,1000000
21-0520-00-1179386-1-1,245981.91,245981.91,248566.64
21-0578-00-1137505-1-1,,22500,31500
21-0595-00-1119300-1-1,92268,92268,129200
21-0597-00-1136285-1-1,76909,,144004
21-0660-12-1167277-1-1,,10123,27950
21-0660-13-1107088-1-1,40623.659999999996,40623.659999999996,59499.3
21-0660-14-1159915-1-1,,29240,29920
21-0660-14-1179141-1-1,,49980,49980
21-0661-00-1179591-1-1,,33750,45000
21-0670-00-1107917-1-1,,24600,24600
21-0670-00-1112928-1-1,,26293,35765
21-0681-00-1124070-1-1,,35800,39870
21-0781-00-1113700-1-1,1450,1450,130000
21-0781-00-1113700-2-1,118000,118000,120000
21-0781-00-1120052-1-1,52900,52900,53000
21-0781-00-1142467-1-1,280930.52,280930.52,638178
21-0781-00-1142467-2-1,234000,234000,253500
21-0781-00-1146609-1-1,53937,53937,62100
21-0901-00-1156075-1-1,79300,79300,107055
21-0901-00-1156086-1-1,683817,683817,702627.5
21-0901-00-1156120-1-2,358507,358507,493552
21-0901-00-1156142-1-1,,23142,23940
21-0901-00-1156148-1-1,,39200,40400
21-0901-00-1156149-1-1,,24880,32344
21-0901-00-1163816-2-2,144026,144026,155436
21-0901-02-1134711-1-2,210000,177212,225000
21-0901-02-1144934-1-1,,32000,32000
21-0901-02-1146605-1-2,,23250,30000
21-0901-02-1146612-1-2,,37125,63000
21-0901-02-1146623-1-2,,23250,30000
21-0901-02-1146637-1-2,,47500,63500
21-0901-02-1146652-1-1,,169900,325000
21-0901-02-1146681-1-2,,92400,102900
21-0901-02-1149979-3-1,175000,175000,175000
21-0901-02-1151441-1-2,,107692,122512
21-0901-02-1151455-1-1,,64120,95607.5
21-0901-02-1160154-1-2,,254000,254000
21-0901-02-1163001-1-1,,76877.5,155092
21-0901-02-1169689-1-1,,179200,179200
21-0901-02-1169800-1-1,,22000,22000
21-0901-02-1169803-1-2,,542880,542880
21-0901-02-1169805-1-2,,20500,22000
21-0901-02-1170056-1-1,,260000,260000
21-0901-02-1170177-1-1,,64500,64500
21-0901-02-1170659-1-1,,106689,106689
21-0901-02-1170907-1-1,,23058,34020
21-0901-02-1171747-1-1,,165400,165400
21-0901-02-1171985-1-1,,89000,90000
21-0901-02-1171996-1-1,,106699.56,106699.56
21-0901-02-1172004-1-1,,814320,814320
21-0901-02-1172005-1-2,,280000,280000
21-0901-02-1172141-1-1,,108000,108000
21-0901-02-1173575-1-1,,98000,98000
21-0901-02-1175530-1-1,,13950,34875
21-0901-02-1175578-1-1,143000,143000,145600
21-0901-02-1175869-1-1,,337504,337504
21-0901-02-1180371-1-1,,,206000
21-0901-02-1181462-1-1,,,154350
21-0901-02-1182324-1-1,,73801.25,78200
21-0902-01-1158702-1-1,,49950,49950
21-0902-01-1179793-1-1,984500,984500,990000
21-0902-01-1183481-1-1,,37620,49875
21-0902-01-1183924-1-1,,12412,49648
21-0902-01-1183949-1-1,,39045,49875
21-0902-21-1144688-1-1,999948,999948,999948
21-0902-21-1186538-1-1,,,49980
21-0902-21-1186621-1-1,,14960,48000
21-0902-39-1140596-1-1,58865,58865,123277
21-0902-39-1140596-3-1,63897,63897,64017
21-0902-39-1140597-1-1,42512.25,42512.25,67725.3
21-0902-39-1141550-1-1,126626.5,126626.5,176805
21-0902-39-1154739-1-1,161159.4,161159.4,191379.4
21-0902-39-1185743-1-1,410960,,411400
21-0902-40-1171032-1-2,,13000,35000
21-0902-42-1151463-1-1,55440,55440,159600
21-0902-42-1172430-1-1,339540,339540,340740
21-0902-42-1185221-1-1,224773.16,,225010
21-0902-43-1125747-1-1,,43132,49969
21-0902-43-1134932-1-1,722215,694395,999990
21-0902-43-1135241-1-1,163584.2,163584.2,199745.5
21-0902-43-1152734-1-1,,49560,49560
21-0902-43-1152994-1-1,,49400,49400
21-0902-43-1163069-1-1,131250,131250,299853.75
21-0902-43-1163069-2-1,142553.97999999998,142553.97999999998,142560
21-0902-43-1178400-1-1,499708.23000000004,499708.23000000004,499986
21-0902-43-1184436-1-1,,28086,34846
21-0903-00-1123766-1-1,,30000,30000
21-0903-00-1134950-1-1,,45593.6,49920
21-0903-00-1135440-1-1,41440,41440,112000
21-0903-00-1139576-1-1,,44100,49980
21-0903-00-1141553-1-1,,27390,27390
21-0903-00-1142741-1-1,,30200,36000
21-0903-00-1144264-1-1,,33000,33000
21-0903-00-1147107-1-1,17500,17500,100000
21-0903-00-1149089-1-1,,48320,49839.06
21-0903-00-1152069-1-1,68423.8,68423.8,79992.36
21-0903-00-1156068-1-1,58900,58900,59000
21-0903-00-1156589-1-1,,39320,39320
21-0903-00-1157893-1-1,,29500,29500
21-0903-00-1158643-1-1,38000,38000,57000
21-0903-00-1163718-1-1,169282,169282,169282
21-0903-00-1163856-1-1,42985,42985,57023
21-0903-00-1169980-1-1,122264,122264,169055
21-0903-00-1171076-1-1,,30433.32,30433.32
21-0903-00-1171220-1-1,643380,643380,643383.41
21-0903-00-1172500-1-1,506500,506500,506500
21-0903-00-1178946-1-1,,19310,21810
21-0903-00-1180031-1-1,,27626,41439
21-0903-00-1180493-1-1,67895,67895,146800
21-0903-00-1181472-1-1,187000,,198000
21-0903-00-1181911-1-1,,26000,26000
21-0903-00-1181980-1-1,,45441,45900
21-0903-00-1182061-1-1,54448,54448,54500
21-0903-00-1182439-1-1,,49993.86,49993.86
21-0903-00-1183618-1-1,,18200,49000
21-0903-00-1183714-1-1,,23410,23410
21-0903-00-1184023-1-1,,20230,49000
21-0903-00-1184685-1-1,,33810,34500
21-0903-00-1185351-1-1,507960,,537840
21-0903-13-1177480-1-1,414200,414200,562290
21-0904-00-1133923-1-1,,33300,47175
21-0904-00-1134138-1-1,,18697.53,36221
21-0904-00-1146385-1-1,,42218,49894
21-0904-00-1177214-1-1,62081.2,62081.2,89198
21-0904-04-1177282-1-1,,49500,49500
21-0905-00-1162497-1-1,17987543.19,,18000000
21-0905-00-1162532-1-1,,49440,49440
21-0905-00-1164404-1-1,,49440,49440
21-0905-00-1177849-1-1,,45500,45500
21-0905-00-1177859-1-1,,45500,45500
21-0905-00-1179673-1-1,,45500,45500
21-0905-00-1179787-1-1,,45500,45500
21-0905-00-1181603-1-1,,49824,49824
21-0905-00-1182836-1-1,,34500,39069
21-0905-00-1183110-1-1,,45500,45500
21-0905-00-1183120-1-1,,45500,45500
21-0905-06-1162311-1-1,,19550,24785
21-0906-03-1117039-1-1,,38500,49000
21-0906-03-1121460-1-1,,39306,39540
21-0906-03-1127871-1-1,,50000,50000
21-0906-03-1135022-1-1,,50000,50000
21-0906-03-1135027-1-1,,50000,50000
21-0906-03-1135029-1-1,,50000,50000
21-0906-03-1139915-1-1,,50000,50000
21-0906-03-1139925-1-1,,50000,50000
21-0906-03-1140218-1-1,,50000,50000
21-0906-03-1140227-1-1,,50000,50000
21-0906-03-1141604-1-1,,49701.06,49701.06
21-0906-03-1145412-1-1,,31293.260000000002,31293.260000000002
21-0906-03-1149240-1-1,,49701.06,49701.06
21-0906-03-1152317-1-1,200000,200000,200000
21-0906-03-1154766-1-1,,50000,50000
21-0906-03-1154772-1-1,,50000,50000
21-0906-03-1154775-1-1,,50000,50000
21-0906-03-1156662-2-1,200000,200000,200000
21-0906-03-1157784-1-1,,50000,50000
21-0906-03-1158773-1-1,,50000,50000
21-0906-03-1160468-1-1,,50000,50000
21-0906-03-1161745-1-1,,50000,50000
21-0906-03-1166975-1-1,292500,292500,450000
21-0906-03-1170065-1-1,,47500,47500
21-0906-03-1178884-1-1,270000,270000,270000
21-0906-03-1182367-1-1,,49980,49980
21-0906-03-1183742-1-1,,49971.67,49980
21-0906-03-1186394-1-1,,49980,49980
21-0907-00-1116263-1-1,,49390,49390
21-0907-00-1118456-1-1,188600,188600,205000
21-0907-00-1118468-1-1,192290,192290,205000
21-0907-00-1179481-1-1,,37000,37000
21-0907-00-1180988-1-1,,49890,49890
21-0907-08-1145653-1-1,,44886.3,49983.5
21-0907-08-1146037-1-1,,30174.95,49994
21-0907-08-1182577-1-1,,40000,49875
21-0907-08-1182587-1-1,,33750,49950
21-0908-36-1160566-1-1,,22500,23500
21-0908-36-1162476-1-1,,22400,38832
21-0908-36-1187203-1-1,,30132,30132
21-0909-01-1121447-1-1,,25362.5,27970
21-0951-00-1128584-1-1,,36890,49910
21-0951-00-1153509-1-1,,39400,40000
21-0951-00-1188225-1-1,,22000,24000
21-1101-00-1137457-1-1,,29700,30000
21-1101-00-1141465-1-1,,50000,50000
21-1101-00-1143666-1-1,,50000,50000
21-1101-00-1149591-1-1,,50000,50000
21-1101-00-1156325-1-1,,50000,50000
21-1101-00-1161259-1-1,,20179,22553
21-1101-00-1169671-1-1,,50000,50000
21-1101-00-1172280-1-1,,50000,50000
21-1101-00-1173592-1-1,,50000,50000
21-1101-00-1174290-1-1,,49000,50000
21-1101-00-1174761-1-1,,44000,50000
21-1101-00-1176584-1-1,,33999,44488.78
21-1101-00-1176644-1-1,,39999,49999.59
21-1101-00-1176699-1-1,,50000,50000
21-1101-00-1180140-2-2,517698.23000000004,,517986
21-1101-00-1184392-1-1,,20000,28805.980000000003
21-1103-00-1142987-1-1,,33369,46297.5
21-1107-00-1121385-1-2,288012.66,288012.66,289871.25
21-1118-00-1171250-1-1,89660,89660,92450
21-1120-00-1172924-1-1,,34689,39952
21-1201-00-1144817-1-1,191475,171261.5,194670
21-1201-00-1144847-1-1,,50000,50000
21-1201-00-1145043-1-1,,48032,49770
21-1201-00-1145386-1-1,,49950,49950
21-1201-00-1152885-1-1,114540,114540,190070
21-1201-00-1153724-1-1,,49950,49950
21-1201-00-1156379-1-1,,49950,49950
21-1201-00-1158087-1-1,,49995,49995
21-1201-00-1161588-1-1,86355,86355,179982
21-1201-00-1163522-1-1,,50000,50000
21-1201-00-1163769-1-1,77415,77415,186590
21-1201-00-1166110-1-1,,21182,33082
21-1201-00-1166116-1-1,72000,,76500
21-1201-00-1168746-1-1,143902,143902,199959.6
21-1201-00-1168855-1-1,195565,195565,199927.31
21-1201-00-1168860-1-1,197086,197086,198700
21-1201-00-1171923-1-1,,45000,50000
21-1201-00-1173153-1-1,,49000,49000
21-1201-00-1173917-1-1,,46992,49961.04
21-1201-00-1174021-1-1,,35700,49350
21-1201-00-1174053-1-1,,18440,30788
21-1201-00-1174460-1-1,,33750,50000
21-1201-00-1176460-1-1,,45000,45000
21-1201-00-1178706-1-1,,43750,43750
21-1201-00-1178738-1-1,,96000,48000
21-1201-00-1178763-1-1,,44840,49400
21-1201-00-1178772-1-1,,36500,36500
21-1201-00-1179068-1-1,92800,92800,99800
21-1201-00-1182409-1-1,,49958.3,49958.3
21-1201-00-1182441-1-1,,39750,43620
21-1201-00-1182975-1-1,56881.9,103671.6,59991.2
21-1201-00-1183925-1-1,,49991,49991
21-1201-14-1107235-1-1,,49840,49840
21-1201-14-1151695-1-1,76288,76288,76288
21-1204-00-1114640-1-1,20000,20000,10
21-1205-00-1149913-1-1,252000,252000,300000
21-1205-00-1149927-1-1,252000,252000,300000
21-1205-00-1154324-1-1,,49998,49998
21-1205-00-1172256-1-1,,18375,49575
21-1205-00-1175661-1-1,,23320,24380
21-1205-00-1178370-1-1,,29991,29991
21-1205-00-1178376-1-1,,29992.5,29992.5
21-1205-00-1184435-1-1,,45400,49950
21-1205-00-1185263-1-1,,49986,49986
21-1206-00-1112480-1-1,,40600,48300
21-1206-00-1128854-1-1,,49500,49500
21-1206-00-1139868-2-1,,34865,42240
21-1206-00-1147310-1-1,,49941,49941
21-1208-00-1114126-1-1,,24258.9,38209
21-1208-00-1114140-1-1,,36795,49585
21-1210-00-1115196-1-1,,207000,207000
21-1221-00-1139196-1-1,,26295.56,26295.56
21-1221-00-1145689-1-1,,34170,36280.5
21-1221-00-1151240-2-1,12375,12375,69857
21-1227-00-1113524-1-1,,199900,199900
21-1227-00-1113819-1-1,,252000,252000
21-1227-00-1113899-1-1,,65000,65000
21-1227-00-1120237-1-1,,145000,145000
21-1228-00-1115799-1-1,,48939.09,48939.09
21-1228-00-1118595-1-2,,48346,48346
21-1228-00-1118609-1-1,,,35000
21-1247-00-1123454-1-1,,23700,23700
21-1252-00-1116188-1-1,,49938,49938
21-1257-00-1109690-1-1,164069,164069,183864
21-1257-00-1145580-1-1,,47930,49715.1
21-1261-00-1112133-1-1,,49648,49648
21-1263-00-1148844-1-1,152002,152002,168020
21-1266-00-1116386-1-1,147000,147000,159264
21-1266-00-1129968-1-1,,38219.68,38573.08
21-1266-00-1133788-1-1,,44900,49988.54
21-1280-00-1115951-1-1,,32815,32815
21-1301-00-1121602-1-1,,21000,21000
21-1301-00-1121636-1-1,,42000,42000
21-1301-00-1125272-1-1,,44493,44493
21-1301-00-1126115-1-1,,31378,44900
21-1301-00-1137278-1-1,,26381.5,49986
21-1301-00-1137297-1-1,,26381.5,49986
21-1301-00-1137489-1-1,,30547,49986
21-1301-00-1137497-1-1,,30547,49986
21-1301-00-1144558-1-1,,16554,33108
21-1301-00-1152738-1-1,43750,43750,437500
21-1301-00-1155982-1-1,,17730,17730
21-1301-00-1159029-1-1,,23000,23000
21-1301-00-1164505-1-1,,25520,39200
21-1301-00-1165409-1-1,,48499,49500
21-1301-00-1165434-1-1,,36418.8,48006.6
21-1301-00-1167536-1-1,,27883.2,29842.56
21-1301-00-1170067-2-1,264274.44,264274.44,264274.52
21-1302-00-1107676-1-1,,24000,49992
21-1302-00-1109023-1-1,,99612,99812
21-1302-00-1109051-1-1,,99687,99887
21-1302-00-1109815-1-1,,49049.75,49999.1
21-1302-00-1111787-3-2,121011,121011,121590
21-1302-00-1112137-1-1,,40391.4,49990
21-1302-00-1118192-2-1,,24800,24800
21-1302-00-1118238-1-1,,44585,45132.5
21-1302-00-1129395-1-1,,25000,25000
21-1302-00-1149965-1-2,307500,307500,315000
21-1302-00-1153588-1-1,,41445,41445
21-1302-00-1163915-1-1,181814.8,181814.8,249995.34999999998
21-1302-00-1175155-1-1,121519.8,121519.8,135250
21-1302-00-1177324-1-1,307630,307630,457000
21-1302-00-1179007-1-1,65915,65915,75700
21-1302-00-1180152-1-1,85970,85970,483000
21-1302-00-1183791-1-1,99450,99450,99750
21-1302-00-1184057-1-1,,46995,48000
21-1303-00-1165385-1-1,,34299.42,42848
21-1303-00-1185602-1-1,,30870,43160
21-1305-00-1153046-1-1,,42394,49415
21-1306-00-1107507-1-1,,32699.5,49938
21-1307-00-1139989-1-1,87000.2,87000.2,190450
21-1307-00-1141698-1-1,155160,273385.32,155160
21-1307-00-1146878-1-1,101010,101010,120000
21-1310-00-1105577-1-1,52547,52547,52547
21-1310-00-1107317-1-1,,33259,47850
21-1310-00-1107520-1-1,,41280,48848
21-1310-00-1107529-1-1,,37706,40881.8
21-1310-00-1107618-1-1,,73914.9,76181
21-1310-00-1124914-1-1,56106,56106,56106
21-1310-00-1149920-1-1,,99609,119136
21-1311-00-1164374-1-2,,25000,30000
21-1312-00-1134498-1-1,,43063.51,49873.25
21-1312-00-1149847-1-1,,35120,48805.5
21-1312-00-1151055-1-1,413446.46,445930.79000000004,423872.28
21-1312-00-1176377-1-1,,27260,33640
21-1312-00-1179255-1-1,,26796,29986
21-1314-00-1150679-1-1,,48801,48838
21-1317-00-1142973-1-3,17000,17000,70250
21-1322-00-1188996-1-1,122400,,122400
21-1324-00-1151227-1-1,,31800,49800
21-1325-00-1179450-1-1,105353.5,105353.5,177037.2
21-1325-00-1180457-1-1,144710.4,144710.4,146111.14
21-1325-00-1184876-1-1,143484,143484,146142
21-1327-00-1139964-1-1,,39020,39990
21-1328-00-1119859-1-1,,23316,31800
21-1328-00-1149836-1-1,,32062,32062
21-1328-00-1160632-1-1,,39141,49250
21-1334-00-1106527-1-1,47200,,94400
21-1334-00-1106527-2-1,32800,60400,47200
21-1334-00-1140888-1-1,,35250,46922
21-1334-00-1146280-1-1,88820,88820,96768.05
21-1334-00-1182021-1-1,,46550,47300
21-1334-00-1188191-1-1,94400,,113600
21-1335-00-1112600-1-1,,43056,48960
21-1335-00-1112650-1-1,,37125,49500
21-1335-00-1142412-1-1,,49010,49055
21-1335-00-1150640-1-1,,46356.1,49993.1
21-1339-00-1168982-1-2,92290,92290,112200
21-1341-00-1119584-1-1,158410,158410,166815
21-1342-00-1130672-1-1,,22580,28890
21-1342-00-1130934-1-1,,26600,26600
21-1342-00-1138323-1-1,,19995,24980.440000000002
21-1342-00-1183865-1-1,,33000,33000
21-1345-00-1133289-1-1,,47280,49990
21-1346-00-1113450-1-1,,23867.5,29422
21-1346-00-1149658-1-1,,29453,31125
21-1347-00-1107313-1-1,,34782,36377
21-1401-00-1143278-3-1,61233.5,61233.5,96350
21-1401-00-1167970-1-1,90712.5,90712.5,97375
21-1404-00-1107355-1-1,,29900,30400
21-1404-00-1108905-1-1,,43485,48360
21-1408-00-1187332-1-1,,40000,40000
21-1409-00-1178944-1-1,,29497,36574
21-1410-00-1178126-1-1,240752,240752,246820
21-1412-00-1124546-1-1,,23478,25116
21-1412-00-1124552-1-1,,26922,45110
21-1412-00-1182340-1-1,374814,374814,398348
21-1412-00-1182489-2-1,139500,,139500
21-1412-00-1182752-1-1,125076,125076,126860
21-1412-00-1182864-1-1,132000,,132000
21-1412-00-1183521-1-1,56000,56000,56000
21-1412-00-1184376-1-1,106147,106147,108616
21-1412-00-1187579-1-1,,26000,26000
21-1414-00-1116686-1-1,,29400,29400
21-1501-00-1116526-1-1,,36543,39600
21-1501-00-1117118-1-1,,49500,49500
21-1501-00-1125048-1-1,,38600,38600
21-1501-00-1137482-1-1,,25550,49640
21-1501-00-1154365-1-1,,30493.5,38971.450000000004
21-1501-00-1159334-1-1,,33800,45000
21-1501-00-1165931-1-1,,20179,27570
21-1501-00-1174926-1-1,,24423,25000
21-1502-00-1117256-1-1,,49400,49400
21-1502-00-1118996-1-1,,48000,48000
21-1502-00-1176204-1-1,100908,100908,101029.92
21-1505-00-1150543-1-2,130367,130367,132944
21-1505-00-1154635-1-1,124800,124800,3600
21-1507-00-1148608-1-2,248800,248800,250000
21-1507-00-1151524-1-1,18901.2,18901.2,78629.55
21-1507-00-1179497-1-1,26000,26000,91000
21-1511-00-1170103-1-2,92261,92261,94100
21-1512-00-1115289-1-1,,32250,33800.3
21-1514-00-1148092-1-1,,13900,30000
21-1515-00-1152300-1-1,,31320,33270
21-1515-00-1182728-1-1,,29800,38000
21-1517-00-1144260-1-1,154795.94999999998,154795.94999999998,226931.25
21-1517-00-1146055-1-1,,46700,49500
21-1517-00-1171331-1-1,,21835,25795
21-1519-00-1109664-1-1,,34650,49500
21-1519-00-1109838-1-1,,40850,49450
21-1519-00-1110228-1-1,,37300,45500
21-1519-00-1111177-1-1,,41200,49500
21-1519-00-1111512-1-1,,25950,34450
21-1519-00-1117318-1-1,,19798,21800
21-1519-00-1128574-1-1,,23289.4,24562
21-1519-00-1141625-1-1,,49152,49920
21-1519-00-1142365-1-1,196840,196840,199500
21-1519-00-1156105-1-1,60000,60000,68500
21-1519-00-1160547-1-1,,28880,35593.68
21-1519-00-1174183-1-1,95918,95918,134045
21-1519-00-1176698-1-1,,40740,41370
21-1519-00-1178148-1-1,,40500,43500
21-1519-00-1179929-1-1,,22815,27540
21-1519-00-1180930-1-1,65295.9,65295.9,74879.95
21-1526-00-1111290-1-2,,38182.4,38182.4
21-1526-00-1111467-1-2,,41772,41772
21-1529-00-1110083-1-1,,44863,47234
21-1529-00-1113514-1-1,,34291.7,47240
21-1529-00-1125523-1-1,40000,40000,99790
21-1530-00-1179194-1-1,38400,38400,86410
21-1531-00-1109862-1-1,158000,158000,162100
21-1531-00-1124647-1-1,125000,125000,126000
21-1531-00-1167546-1-1,141535,141535,160790
21-1534-00-1165898-1-1,,25206,32116
21-1534-00-1170797-1-1,,45400,45400
21-1537-00-1122808-1-3,27765,27765,139750
21-1539-00-1147922-1-2,604988.21,604988.21,617367.21
21-1539-00-1169233-1-1,212784,212784,396000
21-1539-00-1169233-3-2,180427,180427,183600
21-1540-00-1179448-1-1,647133,647133,650000
21-1541-00-1148288-1-1,352050,352050,360900
21-1541-00-1149419-1-1,163980,163980,174690
21-1541-00-1151551-2-1,167000,167000,181735
21-1601-00-1112048-1-1,,25520,48000
21-1601-00-1112057-1-1,,36000,49500
21-1601-00-1112059-1-1,,33408,48720
21-1601-00-1112062-1-1,,40150,41275.52
21-1601-00-1117112-1-1,,48936.9,49248.6
21-1601-00-1118005-1-1,,38923.9,49994
21-1601-00-1118731-1-1,,23750,50000
21-1601-00-1119290-1-1,,33156.14,44197
21-1601-00-1123750-1-1,,20625,50000
21-1601-00-1132233-1-1,,20400,40000
21-1601-00-1135677-2-1,500000,500000,650000
21-1601-00-1149496-1-1,,29700,49545
21-1601-00-1149513-1-1,,26250,50000
21-1601-00-1149524-1-1,,38460,49998
21-1601-00-1187174-1-1,,47952,49950
21-1602-00-1109739-1-1,158961.7,158961.7,199745
21-1605-00-1114995-2-1,164400,164400,180000
21-1605-00-1115909-1-1,,23800,49000
21-1605-00-1127416-1-1,164400,164400,180000
21-1605-00-1129263-1-1,102500,102500,170000
21-1605-00-1131154-1-1,,40300,49400
21-1605-00-1140654-1-1,,20082.5,31855
21-1605-00-1145372-1-1,,40356.49,43006.840000000004
21-1605-00-1157866-1-1,,17925,20793
21-1605-00-1173980-1-1,,46250,49900
21-1605-00-1178597-1-1,,38004.5,41132
21-1610-00-1147923-1-1,168700,168700,179200
21-1701-00-1120535-1-1,183331.5,183331.5,199998
21-1701-00-1122241-1-1,229500.6,229500.6,288680
21-1701-00-1125106-1-1,,41720,45640
21-1701-00-1125502-2-1,168000,168000,168000
21-1701-00-1125966-2-1,188160,188160,188160
21-1701-00-1128257-1-1,124665,124665,124680
21-1701-00-1132530-1-1,157495.5,157495.5,157500
21-1701-00-1132852-1-1,,39270,49980
21-1701-00-1132874-1-1,,39270,49980
21-1701-00-1134182-1-1,149400,149400,156000
21-1701-00-1150267-1-2,,,41420
21-1701-00-1162350-1-1,184517,184517,499531
21-1701-00-1169837-1-1,,45250,50000
21-1701-00-1180438-1-1,26904,26904,139122
21-1701-00-1184317-1-1,88063.2,,97848
21-1701-00-1187366-1-1,107663,107663,297028.6
21-1701-00-1188561-1-1,,,39128
21-1701-00-1188607-1-1,,,45000
21-1702-00-1112590-1-1,,93000,100000
21-1702-00-1129074-1-1,,21687.9,48380.7
21-1702-00-1145989-1-1,,50000,50000
21-1702-00-1161686-1-1,,50000,50000
21-1702-00-1161771-1-1,,50000,50000
21-1702-00-1170947-1-1,,47754,49475.880000000005
21-1702-00-1174174-1-1,,50000,50000
21-1702-00-1178279-1-1,,50000,50000
21-1702-00-1185208-1-1,,49975,50000
21-1704-00-1150637-1-1,,50000,50000
21-1704-00-1158676-1-1,59600,59600,69600
21-1706-00-1148595-2-1,,45000,45000
21-1706-00-1150531-1-1,,81537,145898.28
21-1706-00-1150534-1-1,,19888.649999999998,32386.1
21-1706-00-1150538-1-1,,372000,495000
21-1706-00-1151311-1-1,,145788.8,145788.8
21-1706-00-1155337-1-2,124944.15000000001,124944.15000000001,125248
21-1712-00-1133296-1-2,,47249,48100
21-1712-00-1134663-1-1,,,28800
21-1712-00-1146431-1-1,,40500,40500
21-1714-00-1140042-1-1,,12500,40000
21-1714-00-1140081-1-1,,27300,27300
21-1731-00-1154800-1-1,,24360,24360
21-1734-00-1106221-1-1,,37977.5,48335
21-1739-00-1122469-1-1,,48384,48600
21-1739-00-1140949-1-1,,49280,49280
21-1755-00-1108083-1-1,,45598.8,45598.8
21-1755-00-1130958-1-1,,25342.480000000003,35614.8
21-1801-00-1116551-1-1,,77689.43999999999,132002
21-1801-00-1121798-1-1,,206615.72,397870
21-1801-00-1125864-1-1,,16034.3,35100
21-1801-00-1129860-1-1,,49999.5,49999.5
21-1801-00-1133994-1-1,,49968,49968
21-1803-00-1184206-1-1,,43500,43500
21-1807-00-1124206-1-1,297770.03,297770.03,298290.19
21-1810-00-1108938-1-1,,18772.12,22655.12
21-2315-00-1131118-1-1,158544,158544,250560
21-2315-00-1150031-1-1,,46800,46800
21-2315-00-1152870-1-1,,40143.6,40143.6
21-4601-00-1116617-1-1,,49980,49980
21-4601-00-1117610-1-1,,25101.5,25101.5
21-4601-00-1118074-1-1,,30841,30841
21-4601-00-1118197-1-1,,44975,49665
21-4601-00-1119468-1-1,,42335,42335
21-4601-00-1131285-1-1,,44064,44064
21-4601-02-1177053-1-1,88920,,88920
22-0046-00-1192507-1-1,,49959.54,49998
22-0046-20-1192815-1-1,149462.8,149462.8,199917.6
22-0046-28-1194051-1-1,,31125,50000
22-0046-33-1193014-1-1,266421,,266421
22-0203-00-1192871-1-1,,,16125
22-0670-00-1192195-1-1,,,44640
22-0902-01-1194136-1-1,,,32000
22-0906-03-1191869-1-1,,49980,49980
22-0906-03-1192262-1-1,,49980,49980
22-1266-00-1193598-1-1,,41110,46314.3
22-1310-00-1192203-1-1,57324,,57324
22-1310-00-1192210-1-1,57324,,57324
22-1342-00-1191092-1-1,22662,,72624
22-1345-00-1193298-1-1,,32400,48820
22-1345-00-1193464-1-1,,36115.2,41184
22-1508-00-1191464-1-1,103983.8,,213484
22-1712-00-1194523-1-1,,45450,49995
